time,num_bacteria,initial_num_phage,initial_num_antibiotic,mean_resistance
11,1,2,2,0.5865221911599172
12,1,2,2,0.5865221911599172
13,1,2,2,0.5865221911599172
14,1,2,2,0.5865221911599172
15,1,2,2,0.5865221911599172
16,1,2,2,0.5865221911599172
17,1,2,2,0.5865221911599172
18,1,2,2,0.5865221911599172
19,1,2,2,0.5865221911599172
20,1,2,2,0.5865221911599172
0,2,2,3,0.5560714691849145
1,2,2,3,0.5560714691849145
2,2,2,3,0.5560714691849145
3,2,2,3,0.5560714691849145
4,2,2,3,0.5560714691849145
5,2,2,3,0.5560714691849145
6,2,2,3,0.5560714691849145
7,2,2,3,0.5560714691849145
8,2,2,3,0.5560714691849145
9,2,2,3,0.5560714691849145
10,2,2,3,0.5560714691849145
11,2,2,3,0.5560714691849145
12,2,2,3,0.5560714691849145
13,2,2,3,0.5970284407426095
14,2,2,3,0.5970284407426095
15,2,2,3,0.5970284407426095
16,2,2,3,0.5970284407426095
17,2,2,3,0.5970284407426095
18,2,2,3,0.5970284407426095
19,2,2,3,0.5970284407426095
20,2,2,3,0.5970284407426095
0,2,2,4,0.48007705884509866
1,2,2,4,0.48007705884509866
2,2,2,4,0.48007705884509866
3,2,2,4,0.48007705884509866
4,2,2,4,0.48007705884509866
5,2,2,4,0.48007705884509866
6,2,2,4,0.48007705884509866
7,2,2,4,0.48007705884509866
8,2,2,4,0.48007705884509866
9,2,2,4,0.48007705884509866
10,2,2,4,0.48007705884509866
11,2,2,4,0.48007705884509866
12,2,2,4,0.48007705884509866
13,2,2,4,0.48007705884509866
14,2,2,4,0.48007705884509866
15,2,2,4,0.48007705884509866
16,2,2,4,0.48007705884509866
17,2,2,4,0.48007705884509866
18,2,2,4,0.48007705884509866
19,2,2,4,0.48007705884509866
20,2,2,4,0.48007705884509866
0,2,2,5,0.7445988439785225
1,2,2,5,0.7445988439785225
2,1,2,5,0.8559890184459406
3,1,2,5,0.8559890184459406
4,1,2,5,0.8559890184459406
5,1,2,5,0.8559890184459406
6,1,2,5,0.8559890184459406
7,1,2,5,0.8559890184459406
8,1,2,5,0.8559890184459406
9,1,2,5,0.8559890184459406
10,1,2,5,0.8559890184459406
11,1,2,5,0.8559890184459406
12,1,2,5,0.8559890184459406
13,1,2,5,0.8559890184459406
14,1,2,5,0.8559890184459406
15,1,2,5,0.8559890184459406
16,1,2,5,0.8559890184459406
17,1,2,5,0.8559890184459406
18,1,2,5,0.8559890184459406
19,1,2,5,0.8559890184459406
20,1,2,5,0.8559890184459406
0,2,3,1,0.594675869746
1,2,3,1,0.594675869746
2,2,3,1,0.594675869746
3,2,3,1,0.594675869746
4,2,3,1,0.594675869746
5,2,3,1,0.594675869746
6,2,3,1,0.594675869746
7,2,3,1,0.6919586715464232
8,2,3,1,0.6919586715464232
9,2,3,1,0.6919586715464232
10,2,3,1,0.6919586715464232
11,2,3,1,0.6919586715464232
12,2,3,1,0.6919586715464232
13,2,3,1,0.6919586715464232
14,2,3,1,0.6919586715464232
15,2,3,1,0.6919586715464232
16,2,3,1,0.6919586715464232
17,2,3,1,0.6919586715464232
18,2,3,1,0.6503302956259439
19,2,3,1,0.6503302956259439
20,2,3,1,0.5059820423719223
0,2,3,2,0.598538705129597
1,2,3,2,0.598538705129597
2,2,3,2,0.598538705129597
3,1,3,2,0.760768940760654
4,1,3,2,0.760768940760654
5,1,3,2,0.760768940760654
6,1,3,2,0.760768940760654
7,1,3,2,0.760768940760654
8,1,3,2,0.760768940760654
9,1,3,2,0.760768940760654
10,1,3,2,0.760768940760654
11,1,3,2,0.760768940760654
12,1,3,2,0.760768940760654
13,1,3,2,0.760768940760654
14,1,3,2,0.760768940760654
15,1,3,2,0.760768940760654
16,1,3,2,0.760768940760654
17,1,3,2,0.760768940760654
18,1,3,2,0.760768940760654
19,1,3,2,0.760768940760654
20,1,3,2,0.760768940760654
0,2,3,3,0.4878094261936387
1,2,3,3,0.6315832692832399
2,2,3,3,0.6315832692832399
3,2,3,3,0.6315832692832399
4,2,3,3,0.6315832692832399
5,2,3,3,0.6315832692832399
6,2,3,3,0.6315832692832399
7,2,3,3,0.6315832692832399
8,2,3,3,0.6315832692832399
9,2,3,3,0.6315832692832399
10,2,3,3,0.6315832692832399
11,2,3,3,0.6315832692832399
12,2,3,3,0.6315832692832399
13,2,3,3,0.6315832692832399
14,1,3,3,0.0
15,1,3,3,0.963965242603441
16,1,3,3,0.963965242603441
17,1,3,3,0.963965242603441
18,1,3,3,0.963965242603441
19,1,3,3,0.963965242603441
20,1,3,3,0.963965242603441
0,2,3,4,0.43678686778985465
1,2,3,4,0.43678686778985465
2,2,3,4,0.43678686778985465
3,2,3,4,0.43678686778985465
4,2,3,4,0.43678686778985465
5,2,3,4,0.43678686778985465
6,2,3,4,0.43678686778985465
7,2,3,4,0.43678686778985465
8,2,3,4,0.43678686778985465
9,2,3,4,0.43678686778985465
10,2,3,4,0.43678686778985465
11,2,3,4,0.43678686778985465
12,2,3,4,0.43678686778985465
13,2,3,4,0.3183859234548475
14,1,3,4,0.0
15,1,3,4,0.5301165253770133
16,1,3,4,0.5301165253770133
17,1,3,4,0.5301165253770133
18,1,3,4,0.5301165253770133
19,1,3,4,0.5301165253770133
20,1,3,4,0.5301165253770133
0,2,3,5,0.16131045926602816
1,2,3,5,0.16131045926602816
2,2,3,5,0.16131045926602816
3,2,3,5,0.16131045926602816
4,2,3,5,0.16131045926602816
5,2,3,5,0.16131045926602816
6,2,3,5,0.16131045926602816
7,2,3,5,0.11584470236543959
8,2,3,5,0.11584470236543959
9,2,3,5,0.11584470236543959
10,2,3,5,0.11584470236543959
11,2,3,5,0.11584470236543959
12,2,3,5,0.11584470236543959
13,2,3,5,0.11584470236543959
14,2,3,5,0.11584470236543959
15,2,3,5,0.11584470236543959
16,2,3,5,0.11584470236543959
17,2,3,5,0.11584470236543959
18,2,3,5,0.11584470236543959
19,2,3,5,0.11584470236543959
20,2,3,5,0.11584470236543959
0,2,4,1,0.89357187293866
1,2,4,1,0.89357187293866
2,1,4,1,0.9524983712741419
3,1,4,1,0.4024211582785986
4,1,4,1,0.4024211582785986
5,1,4,1,0.4024211582785986
6,1,4,1,0.4024211582785986
7,1,4,1,0.4024211582785986
8,1,4,1,0.4024211582785986
9,1,4,1,0.4024211582785986
10,1,4,1,0.4024211582785986
11,1,4,1,0.4024211582785986
12,1,4,1,0.4024211582785986
13,1,4,1,0.4024211582785986
14,1,4,1,0.4024211582785986
15,1,4,1,0.4024211582785986
16,1,4,1,0.4024211582785986
17,1,4,1,0.4024211582785986
18,1,4,1,0.0861258419897602
19,1,4,1,0.0861258419897602
20,1,4,1,0.0861258419897602
0,2,4,2,0.12215177057529597
1,2,4,2,0.09859696758603373
2,2,4,2,0.09859696758603373
3,2,4,2,0.09859696758603373
4,2,4,2,0.09859696758603373
5,2,4,2,0.20973066931583162
6,2,4,2,0.20973066931583162
7,2,4,2,0.20973066931583162
8,2,4,2,0.20973066931583162
9,2,4,2,0.2305359556406142
10,2,4,2,0.2305359556406142
11,2,4,2,0.2305359556406142
12,2,4,2,0.2305359556406142
13,2,4,2,0.2753445213835233
14,2,4,2,0.2753445213835233
15,2,4,2,0.2753445213835233
16,2,4,2,0.2753445213835233
17,2,4,2,0.2753445213835233
18,2,4,2,0.2753445213835233
19,2,4,2,0.2753445213835233
20,2,4,2,0.45807971607348175
0,2,4,3,0.6066917899560476
1,2,4,3,0.6066917899560476
2,2,4,3,0.6066917899560476
3,2,4,3,0.6066917899560476
4,2,4,3,0.6066917899560476
5,2,4,3,0.6448988892786975
6,2,4,3,0.6448988892786975
7,2,4,3,0.6448988892786975
8,2,4,3,0.6448988892786975
9,2,4,3,0.6448988892786975
10,2,4,3,0.6448988892786975
11,2,4,3,0.6448988892786975
12,2,4,3,0.6448988892786975
13,2,4,3,0.6448988892786975
14,1,4,3,0.0
15,1,4,3,0.6763526584453526
16,1,4,3,0.6763526584453526
17,1,4,3,0.6763526584453526
18,1,4,3,0.6763526584453526
19,1,4,3,0.6763526584453526
20,1,4,3,0.6763526584453526
0,2,4,4,0.6817450901804747
1,2,4,4,0.6817450901804747
2,2,4,4,0.6817450901804747
3,2,4,4,0.6817450901804747
4,2,4,4,0.6817450901804747
5,2,4,4,0.6817450901804747
6,2,4,4,0.6817450901804747
7,2,4,4,0.6817450901804747
8,2,4,4,0.6817450901804747
9,2,4,4,0.6817450901804747
10,2,4,4,0.6817450901804747
11,2,4,4,0.6817450901804747
12,2,4,4,0.6817450901804747
13,2,4,4,0.6817450901804747
14,2,4,4,0.6817450901804747
15,2,4,4,0.6817450901804747
16,2,4,4,0.6817450901804747
17,2,4,4,0.6817450901804747
18,2,4,4,0.6817450901804747
19,2,4,4,0.6817450901804747
20,2,4,4,0.6817450901804747
0,2,4,5,0.34590078618165987
1,2,4,5,0.34590078618165987
2,2,4,5,0.34590078618165987
3,2,4,5,0.34590078618165987
4,2,4,5,0.34590078618165987
5,2,4,5,0.34590078618165987
6,2,4,5,0.34590078618165987
7,2,4,5,0.4597431865094781
8,2,4,5,0.4597431865094781
9,2,4,5,0.4597431865094781
10,2,4,5,0.4597431865094781
11,2,4,5,0.4597431865094781
12,2,4,5,0.4597431865094781
13,2,4,5,0.4597431865094781
14,2,4,5,0.4597431865094781
15,2,4,5,0.4597431865094781
16,2,4,5,0.4597431865094781
17,2,4,5,0.4597431865094781
18,2,4,5,0.4597431865094781
19,2,4,5,0.4597431865094781
20,2,4,5,0.4597431865094781
0,2,5,1,0.09797681856889984
1,2,5,1,0.09797681856889984
2,2,5,1,0.09797681856889984
3,2,5,1,0.09797681856889984
4,2,5,1,0.09797681856889984
5,2,5,1,0.09797681856889984
6,2,5,1,0.09797681856889984
7,2,5,1,0.09797681856889984
8,2,5,1,0.09797681856889984
9,2,5,1,0.09797681856889984
10,2,5,1,0.09797681856889984
11,2,5,1,0.09797681856889984
12,2,5,1,0.09797681856889984
13,2,5,1,0.09797681856889984
14,2,5,1,0.09797681856889984
15,2,5,1,0.09797681856889984
16,2,5,1,0.09797681856889984
17,2,5,1,0.09797681856889984
18,2,5,1,0.09797681856889984
19,2,5,1,0.09797681856889984
20,2,5,1,0.09797681856889984
0,2,5,2,0.4336542890633606
1,2,5,2,0.4336542890633606
2,2,5,2,0.4336542890633606
3,2,5,2,0.4336542890633606
4,2,5,2,0.4336542890633606
5,2,5,2,0.4336542890633606
6,2,5,2,0.4336542890633606
7,2,5,2,0.4336542890633606
8,2,5,2,0.4336542890633606
9,2,5,2,0.4336542890633606
10,2,5,2,0.4336542890633606
11,2,5,2,0.4336542890633606
12,2,5,2,0.5237275579860685
13,2,5,2,0.5237275579860685
14,2,5,2,0.5237275579860685
15,2,5,2,0.5237275579860685
16,2,5,2,0.5237275579860685
17,2,5,2,0.5237275579860685
18,2,5,2,0.5237275579860685
19,2,5,2,0.5237275579860685
20,2,5,2,0.5237275579860685
0,2,5,3,0.7545107380861655
1,2,5,3,0.7545107380861655
2,1,5,3,0.7466794128558257
3,1,5,3,0.7466794128558257
4,1,5,3,0.7466794128558257
5,1,5,3,0.7466794128558257
6,1,5,3,0.7466794128558257
7,1,5,3,0.7466794128558257
8,1,5,3,0.7466794128558257
9,1,5,3,0.7466794128558257
10,1,5,3,0.49446942569958485
11,1,5,3,0.49446942569958485
12,1,5,3,0.49446942569958485
13,1,5,3,0.49446942569958485
14,1,5,3,0.49446942569958485
15,1,5,3,0.49446942569958485
16,1,5,3,0.49446942569958485
17,1,5,3,0.49446942569958485
18,1,5,3,0.49446942569958485
19,1,5,3,0.49446942569958485
20,1,5,3,0.49446942569958485
0,2,5,4,0.47051281006826406
1,2,5,4,0.47051281006826406
2,2,5,4,0.47051281006826406
3,2,5,4,0.47051281006826406
4,2,5,4,0.47051281006826406
5,2,5,4,0.47051281006826406
6,2,5,4,0.47051281006826406
7,2,5,4,0.47051281006826406
8,2,5,4,0.47051281006826406
9,2,5,4,0.47051281006826406
10,2,5,4,0.47051281006826406
11,2,5,4,0.47051281006826406
12,2,5,4,0.47051281006826406
13,2,5,4,0.47051281006826406
14,2,5,4,0.47051281006826406
15,2,5,4,0.47051281006826406
16,2,5,4,0.47051281006826406
17,2,5,4,0.47051281006826406
18,2,5,4,0.47051281006826406
19,2,5,4,0.47051281006826406
20,2,5,4,0.40168008558095475
0,2,5,5,0.6165724938264924
1,2,5,5,0.6165724938264924
2,2,5,5,0.6165724938264924
3,2,5,5,0.6165724938264924
4,2,5,5,0.6165724938264924
5,2,5,5,0.5296528804732339
6,2,5,5,0.5296528804732339
7,2,5,5,0.5296528804732339
8,2,5,5,0.5296528804732339
9,2,5,5,0.5296528804732339
10,2,5,5,0.5296528804732339
11,2,5,5,0.5296528804732339
12,2,5,5,0.5296528804732339
13,2,5,5,0.39117670109502845
14,2,5,5,0.39117670109502845
15,2,5,5,0.39117670109502845
16,2,5,5,0.39117670109502845
17,2,5,5,0.39117670109502845
18,2,5,5,0.39117670109502845
19,2,5,5,0.39117670109502845
20,2,5,5,0.5089376407562657
0,3,1,1,0.7397030645068717
1,3,1,1,0.618471524974366
2,3,1,1,0.618471524974366
3,3,1,1,0.618471524974366
4,3,1,1,0.618471524974366
5,3,1,1,0.618471524974366
6,3,1,1,0.618471524974366
7,3,1,1,0.618471524974366
8,3,1,1,0.618471524974366
9,3,1,1,0.618471524974366
10,3,1,1,0.618471524974366
11,3,1,1,0.618471524974366
12,3,1,1,0.618471524974366
13,3,1,1,0.618471524974366
14,3,1,1,0.618471524974366
15,3,1,1,0.618471524974366
16,3,1,1,0.618471524974366
17,3,1,1,0.618471524974366
18,3,1,1,0.618471524974366
19,3,1,1,0.618471524974366
20,3,1,1,0.618471524974366
0,3,1,2,0.5011158376918828
1,3,1,2,0.5011158376918828
2,3,1,2,0.46715519977406467
3,3,1,2,0.46715519977406467
4,3,1,2,0.3623262327726198
5,3,1,2,0.3623262327726198
6,3,1,2,0.3623262327726198
7,2,1,2,0.4596786952420016
8,2,1,2,0.4596786952420016
9,2,1,2,0.4596786952420016
10,2,1,2,0.4596786952420016
11,2,1,2,0.4596786952420016
12,2,1,2,0.4596786952420016
13,2,1,2,0.4596786952420016
14,2,1,2,0.4596786952420016
15,2,1,2,0.4596786952420016
16,2,1,2,0.4596786952420016
17,2,1,2,0.4596786952420016
18,2,1,2,0.4596786952420016
19,2,1,2,0.4596786952420016
20,2,1,2,0.4596786952420016
0,3,1,3,0.657833435040997
1,3,1,3,0.657833435040997
2,3,1,3,0.657833435040997
3,3,1,3,0.657833435040997
4,3,1,3,0.6829405463411268
5,3,1,3,0.6829405463411268
6,3,1,3,0.6829405463411268
7,3,1,3,0.6829405463411268
8,3,1,3,0.7874701868005795
9,3,1,3,0.7874701868005795
10,3,1,3,0.7874701868005795
11,3,1,3,0.7874701868005795
12,3,1,3,0.7874701868005795
13,3,1,3,0.7874701868005795
14,3,1,3,0.7874701868005795
15,3,1,3,0.7874701868005795
16,3,1,3,0.7425105155384761
17,3,1,3,0.7425105155384761
18,3,1,3,0.7998793884696663
19,3,1,3,0.7998793884696663
20,3,1,3,0.7998793884696663
0,3,1,4,0.5067868384559796
1,3,1,4,0.5067868384559796
2,3,1,4,0.5067868384559796
3,3,1,4,0.678144047719995
4,3,1,4,0.41097113033491744
5,3,1,4,0.41097113033491744
6,3,1,4,0.41097113033491744
7,3,1,4,0.41097113033491744
8,3,1,4,0.41097113033491744
9,3,1,4,0.41097113033491744
10,3,1,4,0.5373291274050686
11,3,1,4,0.6230653542077026
12,3,1,4,0.6230653542077026
13,3,1,4,0.6230653542077026
14,3,1,4,0.528109416213196
15,3,1,4,0.528109416213196
16,3,1,4,0.528109416213196
17,3,1,4,0.528109416213196
18,3,1,4,0.528109416213196
19,3,1,4,0.5032304907145437
20,3,1,4,0.5032304907145437
0,3,1,5,0.4212209100233831
1,3,1,5,0.4212209100233831
2,3,1,5,0.4212209100233831
3,3,1,5,0.4212209100233831
4,3,1,5,0.5079632529968624
5,3,1,5,0.5079632529968624
6,3,1,5,0.5684508596442771
7,3,1,5,0.5684508596442771
8,3,1,5,0.5816948794379142
9,3,1,5,0.5816948794379142
10,3,1,5,0.5816948794379142
11,3,1,5,0.5570634599385711
12,3,1,5,0.5570634599385711
13,3,1,5,0.5570634599385711
14,3,1,5,0.5570634599385711
15,3,1,5,0.5570634599385711
16,3,1,5,0.5570634599385711
17,3,1,5,0.5570634599385711
18,3,1,5,0.5570634599385711
19,3,1,5,0.5570634599385711
20,3,1,5,0.5570634599385711
0,3,2,1,0.2772377779504525
1,3,2,1,0.2772377779504525
2,3,2,1,0.2772377779504525
3,3,2,1,0.2772377779504525
4,3,2,1,0.2772377779504525
5,3,2,1,0.2772377779504525
6,3,2,1,0.2772377779504525
7,3,2,1,0.2772377779504525
8,3,2,1,0.2772377779504525
9,3,2,1,0.2772377779504525
10,3,2,1,0.2772377779504525
11,3,2,1,0.2772377779504525
12,3,2,1,0.2772377779504525
13,3,2,1,0.2772377779504525
14,3,2,1,0.2772377779504525
15,3,2,1,0.2772377779504525
16,3,2,1,0.2772377779504525
17,3,2,1,0.2772377779504525
18,3,2,1,0.2772377779504525
19,3,2,1,0.2772377779504525
20,3,2,1,0.385141982978131
0,3,2,2,0.6012746858940702
1,3,2,2,0.6012746858940702
2,3,2,2,0.6012746858940702
3,2,2,2,0.5827439357225743
4,2,2,2,0.41682067327630967
5,2,2,2,0.41682067327630967
6,2,2,2,0.41682067327630967
7,2,2,2,0.41682067327630967
8,2,2,2,0.41682067327630967
9,2,2,2,0.41682067327630967
10,2,2,2,0.41682067327630967
11,2,2,2,0.41682067327630967
12,2,2,2,0.41682067327630967
13,2,2,2,0.41682067327630967
14,2,2,2,0.41682067327630967
15,2,2,2,0.41682067327630967
16,2,2,2,0.41682067327630967
17,2,2,2,0.5681780011857586
18,2,2,2,0.5681780011857586
19,2,2,2,0.5681780011857586
20,2,2,2,0.5681780011857586
0,3,2,3,0.4250317033428456
1,3,2,3,0.4250317033428456
2,3,2,3,0.4250317033428456
3,3,2,3,0.4250317033428456
4,3,2,3,0.4250317033428456
5,3,2,3,0.4250317033428456
6,3,2,3,0.4250317033428456
7,3,2,3,0.4250317033428456
8,3,2,3,0.4250317033428456
9,3,2,3,0.3582029024223769
10,3,2,3,0.44862550148912955
11,3,2,3,0.44862550148912955
12,3,2,3,0.44862550148912955
13,3,2,3,0.44862550148912955
14,3,2,3,0.44862550148912955
15,3,2,3,0.44862550148912955
16,3,2,3,0.44862550148912955
17,3,2,3,0.44862550148912955
18,3,2,3,0.44862550148912955
19,3,2,3,0.44862550148912955
20,3,2,3,0.44862550148912955
0,3,2,4,0.6173549348529518
1,3,2,4,0.6173549348529518
2,3,2,4,0.6173549348529518
3,3,2,4,0.6173549348529518
4,3,2,4,0.6173549348529518
5,3,2,4,0.6173549348529518
6,3,2,4,0.6173549348529518
7,3,2,4,0.6173549348529518
8,3,2,4,0.6173549348529518
9,3,2,4,0.6173549348529518
10,3,2,4,0.6173549348529518
11,3,2,4,0.610963878004361
12,3,2,4,0.610963878004361
13,3,2,4,0.6620973567332932
14,3,2,4,0.6620973567332932
15,3,2,4,0.6035209767430146
16,3,2,4,0.7209248381089225
17,3,2,4,0.7209248381089225
18,3,2,4,0.6891131167552511
19,3,2,4,0.6891131167552511
20,3,2,4,0.6891131167552511
0,3,2,5,0.2788486165487875
1,3,2,5,0.2788486165487875
2,3,2,5,0.39752692829677017
3,3,2,5,0.39752692829677017
4,3,2,5,0.39752692829677017
5,3,2,5,0.5350358768220822
6,3,2,5,0.5350358768220822
7,3,2,5,0.5350358768220822
8,3,2,5,0.5379085466819876
9,3,2,5,0.5379085466819876
10,3,2,5,0.5379085466819876
11,3,2,5,0.5379085466819876
12,3,2,5,0.5873959688435412
13,3,2,5,0.5873959688435412
14,3,2,5,0.5873959688435412
15,3,2,5,0.5873959688435412
16,3,2,5,0.5873959688435412
17,3,2,5,0.5010273645613338
18,3,2,5,0.5010273645613338
19,3,2,5,0.3908288431109222
20,3,2,5,0.3908288431109222
0,3,3,1,0.578274265083022
1,3,3,1,0.5586361312423788
2,3,3,1,0.5586361312423788
3,3,3,1,0.5586361312423788
4,3,3,1,0.5586361312423788
5,3,3,1,0.5586361312423788
6,3,3,1,0.5586361312423788
7,3,3,1,0.5586361312423788
8,3,3,1,0.5586361312423788
9,3,3,1,0.5586361312423788
10,3,3,1,0.5586361312423788
11,3,3,1,0.5586361312423788
12,2,3,1,0.48358398368852096
13,2,3,1,0.5449960573495765
14,2,3,1,0.5449960573495765
15,2,3,1,0.5449960573495765
16,2,3,1,0.5449960573495765
17,2,3,1,0.5449960573495765
18,2,3,1,0.5449960573495765
19,2,3,1,0.5449960573495765
20,2,3,1,0.5449960573495765
0,3,3,2,0.28017790589240404
1,3,3,2,0.28017790589240404
2,3,3,2,0.28017790589240404
3,3,3,2,0.28017790589240404
4,3,3,2,0.28017790589240404
5,3,3,2,0.28017790589240404
6,3,3,2,0.28017790589240404
7,3,3,2,0.28017790589240404
8,3,3,2,0.28017790589240404
9,3,3,2,0.28017790589240404
10,3,3,2,0.28017790589240404
11,3,3,2,0.28017790589240404
12,3,3,2,0.28017790589240404
13,3,3,2,0.28017790589240404
14,3,3,2,0.28017790589240404
15,3,3,2,0.28017790589240404
16,3,3,2,0.28017790589240404
17,3,3,2,0.28017790589240404
18,3,3,2,0.28017790589240404
19,3,3,2,0.28017790589240404
20,3,3,2,0.28017790589240404
0,3,3,3,0.5041301016713858
1,3,3,3,0.5041301016713858
2,3,3,3,0.6526275381953118
3,3,3,3,0.6526275381953118
4,3,3,3,0.6526275381953118
5,3,3,3,0.6526275381953118
6,3,3,3,0.6526275381953118
7,3,3,3,0.6526275381953118
8,3,3,3,0.6526275381953118
9,3,3,3,0.6526275381953118
10,3,3,3,0.6526275381953118
11,3,3,3,0.6526275381953118
12,3,3,3,0.6526275381953118
13,3,3,3,0.7166349578355383
